counterparty_id,connected_customers,transaction_count,total_amount,high_risk_geo_transactions,network_review_flag
CP01513,5,5,59443.24,3,1
CP01514,4,4,42100.61,1,0
CP01515,3,3,13031.130000000001,2,0
CP01516,3,3,61935.53,0,0
CP01517,4,4,26523.64,2,0
CP01518,5,5,30056.859999999997,2,1
CP01519,4,4,14446.619999999999,4,0
CP01520,5,5,31451.07,0,0
CP01521,4,4,29154.11,1,0
CP01522,4,4,34079.1,2,0
CP01523,4,4,36559.92,1,0
CP01524,2,2,13975.380000000001,0,0
CP01525,8,8,46353.11,2,1
CP01526,5,5,49041.45,2,1
CP01527,5,5,72288.75,2,1
CP01528,5,5,73060.44,1,0
CP01529,3,3,14390.31,0,0
CP01530,3,3,59617.93,0,0
CP01531,10,10,138628.76,3,1
CP01532,5,5,72149.47,1,0
CP01533,7,7,32690.93,4,1
CP01534,3,3,45250.509999999995,1,0
CP01535,5,5,202789.62,2,1
CP01536,5,5,60551.62,3,1
CP01537,5,5,26980.440000000002,1,0
CP01538,3,3,11557.68,1,0
CP01539,6,6,33786.85,2,1
CP01540,8,8,50584.57000000001,4,1
CP01541,6,6,54870.979999999996,1,0
CP01542,5,5,24506.7,1,0
CP01543,2,2,2302.14,1,0
CP01544,6,6,32963.84,3,1
CP01545,3,3,44428.52,2,0
CP01546,5,5,49618.880000000005,1,0
CP01547,9,9,99372.25,4,1
CP01548,7,7,81218.8,3,1
CP01549,6,6,40146.99,2,1
CP01550,7,7,127592.13,2,1
CP01551,5,5,95929.77,2,1
CP01552,2,2,5668.55,1,0
CP01553,4,4,67893.79000000001,0,0
CP01554,7,7,47345.869999999995,2,1
CP01555,5,5,38200.619999999995,2,1
CP01556,5,5,58253.729999999996,1,0
CP01557,6,6,141729.16,2,1
CP01558,6,6,85969.01000000001,3,1
CP01559,1,1,13680.34,0,0
CP01560,2,2,18851.17,1,0
CP01561,5,5,50565.28,2,1
CP01562,6,6,74890.95000000001,0,0
CP01563,6,6,57967.85,2,1
CP01564,2,2,17895.44,1,0
CP01565,5,5,50182.94,2,1
CP01566,4,4,537393.55,1,0
CP01567,5,5,55491.3,1,0
CP01568,6,6,80451.88,2,1
CP01569,6,6,173044.58,0,0
CP01570,2,2,14463.460000000001,1,0
CP01571,3,3,33108.630000000005,1,0
CP01572,9,9,126262.79000000001,4,1
CP01573,5,5,52161.53,4,1
CP01574,4,4,26342.82,2,0
CP01575,2,2,6749.14,0,0
CP01576,4,4,20482.760000000002,3,0
CP01577,4,4,36519.26,1,0
CP01578,6,6,30050.83,3,1
CP01579,4,4,84089.39,0,0
CP01580,5,5,59727.8,3,1
CP01581,6,6,61906.079999999994,2,1
CP01582,1,1,8439.53,0,0
CP01583,3,4,19108.99,1,0
CP01584,10,10,216583.0,5,1
CP01585,5,5,121850.56999999999,1,0
CP01586,4,4,51962.240000000005,2,0
CP01587,6,6,64252.55,2,1
CP01588,7,7,110941.75,4,1
CP01589,7,7,50667.67,1,0
CP01590,4,4,71161.85,2,0
CP01591,3,3,24908.68,3,0
CP01592,4,4,18291.739999999998,3,0
CP01593,4,4,8287.16,1,0
CP01594,3,3,72416.39,0,0
CP01595,4,4,68753.86,1,0
CP01596,4,4,49194.06,2,0
CP01597,2,2,14549.91,1,0
CP01598,5,5,156029.34999999998,3,1
CP01599,2,2,31261.91,0,0
CP01600,5,5,84491.44,0,0
CP01601,5,5,112047.95,2,1
CP01602,9,9,163105.45,3,1
CP01603,4,4,81230.89,2,0
CP01604,3,3,20579.38,2,0
CP01605,6,6,41461.490000000005,2,1
CP01606,4,4,21666.95,1,0
CP01607,3,3,29869.97,1,0
CP01608,4,4,18814.0,2,0
CP01609,1,1,5852.5,0,0
CP01610,10,10,159820.94999999998,5,1
CP01611,5,5,93127.69,3,1
CP01612,6,6,32679.54,3,1
CP01613,5,5,23763.82,2,1
CP01614,2,2,59495.16,1,0
CP01615,5,5,24773.25,1,0
CP01616,7,7,87149.54,4,1
CP01617,4,4,76800.66,2,0
CP01618,3,3,62952.729999999996,1,0
CP01619,3,3,28533.41,2,0
CP01620,5,5,63247.97,0,0
CP01621,6,6,96134.73,1,0
CP01622,9,9,57653.69,5,1
CP01623,4,4,38285.08,3,0
CP01624,4,4,97546.59000000001,2,0
CP01625,4,4,12243.699999999999,1,0
CP01626,2,2,12203.289999999999,1,0
CP01627,3,3,45134.130000000005,1,0
CP01628,4,4,32262.67,3,0
CP01629,4,4,23765.33,1,0
CP01630,7,7,57485.15,2,1
CP01631,5,5,62413.41,1,0
CP01632,3,3,31593.6,2,0
CP01633,4,4,29121.66,2,0
CP01634,3,3,20346.75,1,0
CP01635,4,4,29288.239999999998,1,0
CP01636,6,6,70804.86,2,1
CP01637,4,4,28890.91,0,0
CP01638,2,2,14519.26,2,0
CP01639,4,4,79419.6,1,0
CP01640,1,1,3343.46,1,0
CP01641,7,7,38832.22,1,0
CP01642,3,3,24819.64,1,0
CP01643,2,2,41210.17,0,0
CP01644,3,3,16659.0,2,0
CP01646,4,4,15955.58,1,0
CP01647,3,3,31429.879999999997,2,0
CP01648,5,5,43925.74,2,1
CP01649,3,3,33890.94,0,0
CP01650,5,5,24976.010000000002,1,0
CP01651,3,3,93301.43,1,0
CP01652,8,8,80930.34,2,1
CP01653,5,5,42585.03,2,1
CP01654,9,9,59831.87,7,1
CP01655,2,2,7618.77,1,0
CP01656,4,4,32248.9,1,0
CP01657,4,4,27359.769999999997,1,0
CP01658,4,4,17264.2,2,0
CP01659,2,2,8397.03,0,0
CP01660,1,1,8216.39,1,0
CP01661,9,9,197451.32,4,1
CP01662,4,4,71869.23,2,0
CP01663,6,6,52339.86,3,1
CP01664,8,8,65444.61000000001,6,1
CP01665,5,5,18432.78,2,1
CP01666,3,3,25372.37,1,0
CP01667,7,8,127228.43000000001,4,1
CP01668,4,4,59135.91,2,0
CP01669,6,6,69302.4,3,1
CP01670,4,4,18205.17,1,0
CP01671,4,4,45956.73,1,0
CP01672,6,6,59092.08,1,0
CP01673,5,5,52767.92,2,1
CP01674,2,2,15519.74,2,0
CP01675,4,4,38235.43,1,0
CP01676,3,3,55607.85,2,0
CP01677,6,6,44751.78,2,1
CP01678,2,2,147581.92,0,0
CP01679,5,5,49034.24,3,1
CP01680,10,10,155002.71000000002,7,1
CP01681,4,4,80913.27,3,0
CP01682,5,5,108849.38,4,1
CP01683,2,2,9672.14,0,0
CP01684,7,7,50018.630000000005,3,1
CP01685,7,7,110034.27,1,0
CP01686,7,7,161506.86000000002,1,0
CP01687,4,4,29369.170000000002,2,0
CP01688,3,3,14826.89,0,0
CP01689,1,1,3804.95,0,0
CP01690,10,10,95089.63,7,1
CP01691,8,8,87569.6,3,1
CP01692,7,7,68445.28,1,0
CP01693,3,3,37619.39,2,0
CP01694,4,4,20954.38,2,0
CP01696,2,2,25338.289999999997,1,0
CP01697,7,7,92600.33,2,1
CP01698,5,5,122081.93000000001,2,1
CP01699,3,3,27046.75,3,0
CP01700,6,6,80082.54999999999,2,1
CP01701,4,4,33694.26,1,0
CP01702,5,5,39606.76,1,0
CP01703,4,4,16882.9,2,0
CP01704,4,4,17956.57,2,0
CP01705,3,3,55454.350000000006,1,0
CP01706,5,5,107648.79,1,0
CP01707,4,4,35952.59,2,0
CP01708,3,3,34937.62,1,0
CP01709,8,8,102914.72,4,1
CP01710,4,4,168277.92,1,0
CP01711,5,5,57573.36,3,1
CP01712,5,5,27036.979999999996,2,1
CP01713,9,9,84574.59,5,1
CP01714,4,4,43342.22,4,0
CP01715,5,5,63117.240000000005,4,1
CP01716,3,3,41508.89,1,0
CP01717,9,9,140996.98,2,1
CP01718,5,5,55629.729999999996,2,1
CP01719,7,7,89831.16,1,0
CP01720,2,2,11864.27,1,0
CP01721,6,6,59152.79,0,0
CP01722,3,3,165159.37,2,0
CP01723,6,6,82375.9,3,1
CP01724,7,7,42480.9,2,1
CP01725,2,2,26501.89,0,0
CP01726,7,7,70310.45,4,1
CP01727,3,3,31965.99,1,0
CP01728,5,5,41743.99,1,0
CP01729,8,8,71222.45,5,1
CP01730,6,6,69553.9,3,1
CP01731,5,5,103823.43,2,1
CP01732,7,7,104565.09,4,1
CP01733,9,9,62451.26,3,1
CP01734,1,1,3415.61,1,0
CP01735,7,7,34368.26,4,1
CP01736,5,5,60507.87,2,1
CP01737,3,3,47550.51,0,0
CP01738,5,5,58649.53,2,1
CP01739,3,3,174372.75,1,0
CP01740,3,3,72206.15999999999,1,0
CP01741,8,8,134499.9,0,0
CP01742,4,4,25983.239999999998,2,0
CP01743,3,3,119193.78,0,0
CP01744,2,2,21311.339999999997,1,0
CP01745,4,4,18742.190000000002,3,0
CP01746,6,6,57386.22,4,1
CP01747,6,6,37792.51,1,0
CP01748,4,4,29479.89,2,0
CP01749,2,2,9289.68,0,0
CP01750,2,2,22500.63,1,0
CP01751,3,3,10363.84,1,0
CP01752,4,4,30929.989999999998,2,0
CP01753,3,3,8631.91,1,0
CP01754,5,5,63486.99,1,0
CP01755,6,6,81525.12,2,1
CP01756,6,6,53424.76,4,1
CP01757,5,5,21052.34,2,1
CP01758,1,1,593.15,0,0
CP01759,5,5,83077.04,3,1
CP01760,3,3,13507.7,1,0
CP01761,7,7,114564.11,1,0
CP01762,7,7,42413.82,1,0
CP01763,6,6,53479.380000000005,2,1
CP01764,7,7,159073.91,3,1
CP01765,5,5,117211.82,3,1
CP01766,4,4,59627.0,2,0
CP01767,3,3,12113.93,1,0
CP01768,1,1,1897.53,0,0
CP01769,4,4,25625.15,0,0
CP01770,5,5,73628.96,3,1
CP01771,3,3,15735.85,1,0
CP01772,4,4,53369.979999999996,2,0
CP01773,3,3,10029.18,2,0
CP01774,5,5,77035.18,4,1
CP01775,5,5,46374.79,4,1
CP01776,5,5,31559.72,1,0
CP01777,5,5,24043.93,4,1
CP01778,8,8,118848.71,1,0
CP01779,5,5,25464.78,1,0
CP01780,6,6,92099.37,1,0
CP01781,2,2,14687.760000000002,2,0
CP01782,6,6,114463.61000000002,1,0
CP01783,3,3,7619.889999999999,1,0
CP01784,1,1,5875.87,0,0
CP01785,7,7,57554.189999999995,4,1
CP01786,5,5,66677.04,2,1
CP01787,4,4,86309.23,1,0
CP01788,5,5,26417.5,3,1
CP01789,5,5,15965.029999999999,1,0
CP01790,4,4,37715.87,1,0
CP01791,1,1,4129.96,0,0
CP01792,4,4,32287.03,1,0
CP01793,4,4,40090.39,1,0
CP01794,3,3,23612.329999999998,1,0
CP01795,6,6,71653.43,3,1
CP01796,4,4,41592.59,3,0
CP01797,7,7,75126.95999999999,2,1
CP01798,15,15,73817.02,6,1
CP01799,5,5,49514.51,0,0
CP01800,4,4,32006.06,2,0
CP01801,3,3,23336.93,1,0
CP01802,4,4,110801.92,2,0
CP01803,5,5,32820.67,2,1
CP01804,6,6,55573.57,2,1
CP01805,8,8,26426.03,1,0
CP01806,5,5,98932.23999999999,1,0
CP01807,2,2,9145.82,1,0
CP01808,6,6,49392.72,2,1
CP01809,3,3,19961.63,2,0
CP01810,7,7,55184.86,3,1
CP01811,2,2,10242.449999999999,1,0
CP01812,3,3,26049.84,2,0
CP01813,4,4,25728.879999999997,2,0
CP01814,3,3,11780.41,0,0
CP01815,6,6,85186.16,3,1
CP01816,5,5,28282.85,2,1
CP01817,6,6,57076.13999999999,1,0
CP01818,5,5,97001.9,2,1
CP01819,4,4,87493.16,2,0
CP01820,7,7,41904.8,1,0
CP01821,1,1,2832.19,1,0
CP01822,4,4,27737.5,3,0
CP01823,3,3,32974.0,1,0
CP01824,3,3,57496.409999999996,3,0
CP01825,6,6,57033.92,2,1
CP01826,4,4,17275.57,1,0
CP01827,5,5,62404.92,1,0
CP01828,7,7,35698.53,2,1
CP01829,6,6,102014.28,1,0
CP01830,4,4,112226.56999999999,2,0
CP01831,6,6,30135.58,2,1
CP01832,3,3,108350.09999999999,1,0
CP01833,6,6,116130.61,4,1
CP01834,6,6,139199.9,3,1
CP01835,2,2,4621.79,1,0
CP01836,6,6,79788.59,3,1
CP01837,1,1,13926.19,0,0
CP01838,4,4,29841.16,3,0
CP01839,3,3,34420.18,0,0
CP01840,2,2,69593.98000000001,1,0
CP01841,2,2,9204.289999999999,0,0
CP01842,5,5,47973.56,2,1
CP01843,2,2,33241.270000000004,0,0
CP01844,10,10,146788.25,5,1
CP01845,2,2,11688.55,0,0
CP01846,6,6,84254.72,1,0
CP01847,2,2,14559.849999999999,2,0
CP01848,7,7,46214.2,3,1
CP01849,6,6,44599.29,2,1
CP01850,3,3,11347.92,1,0
CP01851,5,5,41591.87,2,1
CP01852,6,6,64348.28999999999,1,0
CP01853,7,7,21049.02,3,1
CP01854,3,3,7573.43,0,0
CP01855,6,6,27882.52,1,0
CP01856,5,5,22254.94,3,1
CP01857,5,5,76015.99,1,0
CP01858,7,7,65722.13,4,1
CP01859,5,5,105842.97,0,0
CP01860,1,1,1587.19,1,0
CP01861,5,5,71291.01,1,0
CP01862,6,6,51941.98,4,1
CP01863,6,6,50539.96,5,1
CP01864,4,4,33671.44,1,0
CP01865,3,3,11526.0,1,0
CP01866,7,7,163637.05,3,1
CP01867,4,4,93452.31,4,0
CP01868,4,4,34736.0,4,0
CP01869,7,7,85147.43,3,1
CP01870,3,3,52902.869999999995,2,0
CP01872,3,3,81827.76000000001,1,0
CP01873,3,3,22422.730000000003,3,0
CP01874,7,7,53017.47,3,1
CP01875,5,5,56511.48,2,1
CP01876,6,6,90987.66,2,1
CP01877,3,3,41276.67,1,0
CP01878,2,2,19154.03,1,0
CP01879,4,4,23087.29,2,0
CP01880,6,6,100236.21,2,1
CP01881,4,4,26790.94,2,0
CP01882,7,7,59970.259999999995,2,1
CP01883,4,4,20753.42,2,0
CP01884,4,4,25562.13,2,0
CP01885,1,1,11140.08,1,0
CP01886,4,4,29418.64,1,0
CP01887,4,4,31761.16,3,0
CP01888,2,2,19666.98,0,0
CP01889,9,9,88764.56,2,1
CP01890,6,6,63392.48,2,1
CP01891,7,7,37451.89,5,1
CP01892,6,6,63744.76,1,0
CP01893,8,8,98145.58,2,1
CP01894,4,4,52411.659999999996,1,0
CP01895,1,1,2226.94,1,0
CP01896,6,6,94996.99,1,0
CP01897,7,7,65119.240000000005,2,1
CP01898,5,5,69966.07,2,1
CP01900,3,3,22314.03,1,0
CP01901,7,7,81354.21,3,1
CP01902,10,10,135057.21,2,1
CP01903,7,7,87092.48,3,1
CP01905,4,4,44729.8,0,0
CP01906,5,5,22758.78,3,1
CP01907,7,7,88831.29,5,1
CP01908,2,2,17995.03,0,0
CP01909,2,2,19063.6,1,0
CP01910,4,4,30129.91,2,0
CP01911,5,5,27753.36,1,0
CP01912,2,2,14715.599999999999,2,0
CP01913,3,3,17728.4,0,0
CP01914,6,6,68113.52,1,0
CP01915,4,4,38198.12,2,0
CP01916,5,5,43083.200000000004,2,1
CP01917,5,5,99021.73,3,1
CP01918,6,6,85528.44,3,1
CP01919,3,3,22575.97,1,0
CP01920,2,2,10354.25,1,0
CP01921,6,6,34094.16,4,1
CP01922,5,5,36374.149999999994,2,1
CP01923,5,5,33108.14,3,1
CP01924,5,5,34892.89,1,0
CP01925,10,10,100069.41,7,1
CP01926,8,8,73179.07,4,1
CP01927,3,3,21883.02,2,0
CP01928,5,5,16760.39,3,1
CP01929,7,7,33670.0,3,1
CP01930,1,1,7892.21,0,0
CP01931,7,7,39433.39,0,0
CP01932,3,3,42245.05,2,0
CP01933,7,7,50550.18,3,1
CP01934,6,6,118439.72,2,1
CP01935,7,7,158361.59000000003,2,1
CP01936,9,9,97164.95,3,1
CP01937,5,5,60267.009999999995,1,0
CP01938,4,4,40296.840000000004,3,0
CP01939,7,7,70840.64,3,1
CP01940,4,4,34965.509999999995,2,0
CP01941,2,2,8570.35,1,0
CP01942,7,7,60711.58,1,0
CP01943,7,7,43176.31,2,1
CP01944,5,5,112617.01,3,1
CP01945,9,9,48518.94,3,1
CP01946,4,4,78296.70000000001,0,0
CP01947,6,6,124396.94,2,1
CP01948,3,3,22030.489999999998,2,0
CP01949,6,6,84075.17,1,0
CP01950,8,8,69083.39,1,0
CP01951,3,3,21756.18,1,0
CP01952,3,3,32366.61,2,0
CP01953,8,8,33077.31,3,1
CP01954,9,9,95546.77,4,1
CP01955,7,7,59041.16,1,0
CP01956,3,3,19174.48,1,0
CP01957,9,9,174958.03999999998,5,1
CP01958,5,5,95372.97,1,0
CP01960,9,9,81752.65,6,1
CP01961,4,4,104518.61,3,0
CP01962,2,2,23453.21,1,0
CP01963,3,3,15988.16,2,0
CP01964,3,3,9142.39,2,0
CP01965,4,4,35114.66,2,0
CP01966,4,4,23706.04,0,0
CP01967,7,7,89320.45000000001,2,1
CP01968,3,3,12770.5,2,0
CP01969,5,5,72203.08,0,0
CP01970,4,4,34564.22,2,0
CP01971,2,2,67582.88,0,0
CP01972,3,3,5345.469999999999,1,0
CP01973,6,6,64809.8,3,1
CP01974,6,6,47143.86,3,1
CP01975,4,4,48032.46,3,0
CP01976,6,6,175535.75999999998,2,1
CP01977,6,6,54231.719999999994,5,1
CP01978,3,3,18798.23,1,0
CP01979,5,5,39779.86,2,1
CP01980,6,6,53545.57,4,1
CP01981,4,5,84382.8,2,0
CP01982,6,6,71004.65,3,1
CP01983,4,4,39400.65,2,0
CP01984,3,3,36506.84,2,0
CP01985,6,6,79141.62,2,1
CP01986,5,5,41741.21,0,0
CP01987,7,7,57170.71,2,1
CP01988,7,7,119452.06,5,1
CP01989,3,3,28728.54,2,0
CP01990,2,3,10957.25,1,0
CP01991,2,2,58434.93,0,0
CP01992,2,2,58302.17,1,0
CP01993,4,4,84175.84,2,0
CP01994,1,1,8206.36,0,0
CP01995,5,5,36390.96,2,1
CP01996,6,6,74672.06,1,0
CP01997,6,6,56045.37,2,1
CP01998,5,5,33229.630000000005,1,0
CP01999,3,3,19353.13,1,0
CP02000,5,5,18282.16,3,1
CP02001,9,9,107963.06,3,1
CP02002,2,2,16947.39,0,0
CP02003,5,5,51607.600000000006,2,1
CP02004,4,4,18503.09,3,0
CP02005,5,5,41724.04,3,1
CP02006,3,3,34557.25,2,0
CP02007,2,2,3274.4700000000003,1,0
CP02008,2,2,14575.199999999999,1,0
CP02009,6,6,42645.909999999996,3,1
CP02010,5,5,20994.13,3,1
CP02011,5,5,22601.969999999998,3,1
CP02012,9,9,151674.18,2,1
CP02013,3,3,31487.29,1,0
CP02014,3,3,98018.41,1,0
CP02015,5,5,63650.75,2,1
CP02016,2,2,50918.18,0,0
CP02017,7,7,82058.91,3,1
CP02018,11,11,182272.29,3,1
CP02019,7,7,88503.81,1,0
CP02020,1,1,3141.03,1,0
CP02021,3,3,50614.96,2,0
CP02022,3,3,13277.27,2,0
CP02023,4,4,48028.159999999996,1,0
CP02024,6,6,47263.97,3,1
CP02025,6,6,36862.19,1,0
CP02026,7,7,111149.57,2,1
CP02027,6,6,140771.53,1,0
CP02028,6,6,49484.380000000005,3,1
CP02029,4,4,30557.02,1,0
CP02030,3,3,10868.43,1,0
CP02031,10,10,98417.06999999999,6,1
CP02032,2,2,24669.84,1,0
CP02033,2,2,7148.070000000001,2,0
CP02034,4,4,32427.47,3,0
CP02035,4,4,90117.95,3,0
CP02036,10,10,74201.98,1,0
CP02037,5,5,61814.420000000006,2,1
CP02038,5,5,98307.75,3,1
CP02039,3,3,28941.47,1,0
CP02040,1,1,59302.29,0,0
CP02041,3,3,34506.659999999996,0,0
CP02042,7,7,113009.21,4,1
CP02043,10,10,68603.29,3,1
CP02044,3,3,17834.61,0,0
CP02045,4,4,34584.54,2,0
CP02046,2,2,70848.26,1,0
CP02047,7,7,67149.84,3,1
CP02048,3,3,12118.68,1,0
CP02049,3,3,35371.520000000004,1,0
CP02050,7,7,152139.33,3,1
CP02051,7,7,96147.9,3,1
CP02052,1,1,11398.94,1,0
CP02053,1,1,83026.46,0,0
CP02054,6,6,68117.19,2,1
CP02055,2,2,66312.55,2,0
CP02056,5,5,52632.729999999996,2,1
CP02057,3,3,61623.88999999999,1,0
CP02058,6,6,36722.619999999995,2,1
CP02059,8,8,71839.84,2,1
CP02060,5,5,34788.53,2,1
CP02061,2,2,9829.48,1,0
CP02062,6,6,22323.75,3,1
CP02063,4,4,55433.23,3,0
CP02064,6,6,48877.35,1,0
CP02065,2,2,23990.33,0,0
CP02066,3,3,21823.75,1,0
CP02067,4,4,115781.17,3,0
CP02068,2,2,30962.61,2,0
CP02069,6,6,50181.840000000004,3,1
CP02070,4,4,27477.25,0,0
CP02071,3,3,38475.94,0,0
CP02072,5,5,189820.76,2,1
CP02073,3,3,28372.219999999998,3,0
CP02074,3,3,21991.440000000002,1,0
CP02075,5,5,30025.52,2,1
CP02076,5,5,50001.79,3,1
CP02077,6,6,69044.07,3,1
CP02078,3,3,9048.01,1,0
CP02079,3,3,52490.100000000006,2,0
CP02080,1,1,4458.4,0,0
CP02081,6,6,41665.94,4,1
CP02082,2,2,42089.149999999994,1,0
CP02083,6,6,109673.59999999999,1,0
CP02084,5,5,56393.1,3,1
CP02085,5,5,66468.41,1,0
CP02086,4,4,26684.53,2,0
CP02087,11,11,112585.99,4,1
CP02088,5,5,33888.98,2,1
CP02089,6,6,82803.33,1,0
CP02090,3,3,31389.879999999997,2,0
CP02091,4,4,46710.990000000005,0,0
CP02092,7,7,48043.69,2,1
CP02093,3,3,32065.98,1,0
CP02094,5,5,36198.84,2,1
CP02095,6,6,84170.12999999999,4,1
CP02096,7,7,58916.69,3,1
CP02097,3,3,17955.36,0,0
CP02098,5,5,35262.09,2,1
CP02099,6,6,67185.6,1,0
CP02100,6,6,65206.83,1,0
CP02101,6,6,49092.34,3,1
CP02102,7,7,90096.12,3,1
CP02103,5,5,90169.19,2,1
CP02104,2,2,32080.41,0,0
CP02105,3,3,108999.26,3,0
CP02106,3,3,41272.06,2,0
CP02107,2,2,7227.99,1,0
CP02108,1,1,43113.06,1,0
CP02109,8,8,199127.81,2,1
CP02110,5,5,35141.56,4,1
CP02111,7,7,44205.34,2,1
CP02112,10,10,149805.56,2,1
CP02113,4,4,25702.629999999997,1,0
CP02114,5,5,65397.01,2,1
CP02115,11,11,69335.96,4,1
CP02116,5,5,14739.16,3,1
CP02117,10,10,177247.32,6,1
CP02118,2,2,5522.4400000000005,0,0
CP02119,2,2,26941.75,1,0
CP02120,5,5,43832.35,3,1
CP02121,1,1,2334.45,0,0
CP02122,3,3,8882.62,0,0
CP02123,6,6,84642.27,3,1
CP02124,6,6,45161.09,2,1
CP02125,4,4,17001.57,1,0
CP02126,7,7,54567.41,2,1
CP02127,5,5,35503.59,0,0
CP02128,3,3,26531.77,0,0
CP02129,5,5,38202.05,3,1
CP02130,8,8,49164.61,2,1
CP02131,5,5,39755.81,2,1
CP02132,3,3,42953.59,2,0
CP02133,6,6,33282.05,2,1
CP02134,5,5,26701.879999999997,3,1
CP02135,3,3,83117.76,2,0
CP02136,3,3,39461.92,1,0
CP02137,4,4,26926.4,2,0
CP02138,9,9,151834.04,4,1
CP02139,3,3,15030.24,2,0
CP02140,8,8,146897.69,4,1
CP02141,3,3,32619.32,2,0
CP02142,3,3,14488.68,0,0
CP02143,2,2,32070.03,1,0
CP02144,6,6,67561.84,2,1
CP02145,3,3,52480.51,2,0
CP02146,6,6,103827.92000000001,2,1
CP02147,8,8,58731.31,3,1
CP02148,5,5,67655.35,1,0
CP02149,3,3,40209.9,1,0
CP02150,3,3,27684.3,2,0
CP02151,7,7,30721.46,1,0
CP02152,1,1,1923.69,0,0
CP02153,8,8,102246.98,4,1
CP02154,3,3,23036.089999999997,1,0
CP02155,6,6,35790.92,2,1
CP02156,6,6,35481.090000000004,4,1
CP02157,6,6,40764.19,3,1
CP02158,4,4,104003.45,2,0
CP02159,4,4,46008.86,1,0
CP02160,4,4,54244.05,0,0
CP02161,4,4,23063.68,1,0
CP02162,6,6,37516.31,3,1
CP02163,1,1,3867.18,1,0
CP02164,2,2,22228.64,2,0
CP02165,5,5,85941.78,1,0
CP02166,3,3,20752.14,0,0
CP02167,8,8,38992.01,5,1
CP02168,6,6,70362.28,2,1
CP02169,4,4,20777.05,3,0
CP02170,4,4,23030.7,1,0
CP02171,2,2,48483.59,0,0
CP02172,3,3,47047.72,2,0
CP02173,6,6,49661.71,2,1
CP02174,3,3,15509.220000000001,2,0
CP02175,5,5,48752.369999999995,1,0
CP02176,6,6,31956.57,2,1
CP02177,5,5,133930.48,3,1
CP02178,9,9,111234.94,6,1
CP02179,6,6,90994.04000000001,3,1
CP02180,6,6,40824.46,3,1
CP02181,6,6,35105.29,5,1
CP02182,4,4,15912.33,1,0
CP02183,8,8,89619.69,0,0
CP02184,3,3,12016.64,1,0
CP02185,8,8,99322.69,3,1
CP02186,5,5,80891.61,2,1
CP02187,5,5,50399.88,2,1
CP02188,3,3,43062.9,1,0
CP02189,6,6,49490.15,1,0
CP02190,5,5,74224.33,2,1
CP02191,7,7,81081.24,3,1
CP02192,4,4,22117.34,2,0
CP02193,5,5,58130.369999999995,2,1
CP02194,8,8,112278.04000000001,4,1
CP02195,5,5,25563.760000000002,2,1
CP02196,7,7,57586.97,1,0
CP02197,9,9,108212.67,6,1
CP02198,6,6,37061.66,4,1
CP02199,8,8,39279.48,1,0
CP02200,5,5,30791.98,2,1
CP02201,8,8,70564.35,5,1
CP02202,5,5,42723.450000000004,2,1
CP02203,7,7,54341.840000000004,3,1
CP02204,7,7,42238.69,5,1
CP02205,5,5,52479.16,2,1
CP02206,6,6,98557.81,0,0
CP02207,2,2,13591.830000000002,1,0
CP02208,8,8,54693.37,4,1
CP02209,3,3,51282.7,0,0
CP02210,5,5,53200.86,1,0
CP02211,7,7,77647.97,2,1
CP02212,3,3,91826.64,0,0
CP02213,3,4,36823.26,1,0
CP02214,3,3,19787.21,1,0
CP02215,6,6,113894.27,3,1
CP02216,4,4,61749.82,1,0
CP02217,4,4,16656.03,0,0
CP02218,3,3,12506.96,1,0
CP02219,3,3,26859.22,2,0
CP02220,5,5,72901.95999999999,1,0
CP02221,7,7,51760.369999999995,4,1
CP02222,8,8,103196.62,2,1
CP02223,9,9,89245.6,5,1
CP02224,4,4,45510.93,2,0
CP02225,3,3,41674.659999999996,1,0
CP02226,5,5,17807.95,2,1
CP02227,4,4,60754.54,2,0
CP02228,3,3,12003.64,0,0
CP02229,2,2,17563.059999999998,1,0
CP02230,4,4,22197.39,1,0
CP02231,3,3,58045.25000000001,1,0
CP02232,4,4,16618.86,1,0
CP02233,4,4,80594.29,4,0
CP02234,2,2,13147.39,0,0
CP02235,6,6,67600.37,2,1
CP02236,7,7,63895.130000000005,3,1
CP02237,1,1,4016.01,0,0
CP02238,7,7,41694.46,2,1
CP02239,6,6,40043.950000000004,2,1
CP02240,4,4,41376.25,2,0
CP02241,6,6,73349.51000000001,4,1
CP02242,7,7,86202.44,6,1
CP02243,5,5,47395.65,2,1
CP02244,7,7,124910.75,1,0
CP02245,5,5,71689.14,2,1
CP02246,5,5,48144.56,0,0
CP02247,4,4,17063.64,2,0
CP02248,3,3,30468.56,1,0
CP02249,1,1,25731.23,1,0
CP02250,3,3,14328.0,1,0
CP02251,5,5,84709.51,2,1
CP02252,7,7,111037.62999999999,1,0
CP02253,5,5,75005.7,0,0
CP02254,5,5,31633.03,2,1
CP02255,5,5,94818.09,2,1
CP02256,4,4,33682.45,1,0
CP02257,4,4,47957.32,0,0
CP02258,5,5,111073.57,1,0
CP02259,2,2,6968.14,1,0
CP02260,5,5,30881.54,1,0
CP02261,4,4,85322.4,1,0
CP02262,2,2,21891.53,1,0
CP02263,2,2,70150.26,0,0
CP02264,4,4,23421.59,2,0
CP02265,5,5,64426.21,3,1
CP02266,4,4,100505.76000000001,3,0
CP02267,4,4,9181.12,2,0
CP02268,3,3,10797.42,0,0
CP02269,4,4,61712.649999999994,3,0
