alert_id,customer_id,alert_date,risk_category,risk_driver,risk_score,alert_amount,disposition,escalated_flag,month
FCA00484,CUST10011,2026-04-16,Transaction Monitoring,Rapid Movement,84.0,22034.62,Closed - Explained,0,2026-04
FCA00485,CUST10092,2026-07-12,KYC/EDD,Source of Funds,60.0,312760.14,Closed - Explained,0,2026-07
FCA00486,CUST10592,2026-01-12,Transaction Monitoring,Rapid Movement,35.0,10582.03,Closed - Explained,0,2026-01
FCA00487,CUST10270,2026-09-11,Sanctions,Name Match,68.0,23089.84,Escalated,1,2026-09
FCA00488,CUST10290,2026-02-14,Fraud,Geo Anomaly,60.0,92500.1,Closed - Explained,0,2026-02
FCA00489,CUST10556,2026-06-23,Fraud,Velocity Spike,80.0,31052.61,Closed - Explained,0,2026-06
FCA00490,CUST11007,2026-04-01,KYC/EDD,Adverse Media,48.0,46107.01,Closed - Explained,0,2026-04
FCA00491,CUST10674,2026-06-14,KYC/EDD,KYC Refresh,65.0,38309.34,Escalated,1,2026-06
FCA00492,CUST10648,2026-07-11,Fraud,Velocity Spike,42.0,24853.75,Closed - Explained,0,2026-07
FCA00493,CUST10826,2026-05-25,Fraud,Geo Anomaly,74.0,24083.95,Closed - Explained,0,2026-05
FCA00494,CUST10747,2026-04-18,Fraud,Velocity Spike,85.0,11609.69,Escalated,1,2026-04
FCA00495,CUST11159,2026-08-17,Transaction Monitoring,High-Risk Wire,61.0,19381.29,Closed - Explained,0,2026-08
FCA00496,CUST11132,2026-01-14,Sanctions,Name Match,58.0,70658.61,Closed - Explained,0,2026-01
FCA00497,CUST10255,2026-08-23,Fraud,Velocity Spike,84.0,58993.75,Closed - Explained,0,2026-08
FCA00498,CUST10096,2026-08-31,Sanctions,Watchlist Exposure,52.0,24786.05,Closed - Explained,0,2026-08
FCA00499,CUST10329,2026-06-05,Transaction Monitoring,Rapid Movement,56.0,28256.04,Closed - Explained,0,2026-06
FCA00500,CUST10985,2026-04-21,Fraud,Geo Anomaly,48.0,9599.91,Closed - Explained,0,2026-04
FCA00501,CUST10747,2026-05-04,Transaction Monitoring,Rapid Movement,57.0,22119.7,Closed - Explained,0,2026-05
FCA00502,CUST10893,2026-09-11,Transaction Monitoring,Unusual Volume,73.0,60581.26,Closed - Explained,0,2026-09
FCA00503,CUST10026,2026-06-26,KYC/EDD,PEP Exposure,32.0,59079.3,Closed - Explained,0,2026-06
FCA00504,CUST11128,2026-09-30,KYC/EDD,KYC Refresh,64.0,4077.95,Closed - Explained,0,2026-09
FCA00505,CUST10244,2026-03-03,KYC/EDD,KYC Refresh,62.0,5945.09,Closed - Explained,0,2026-03
FCA00506,CUST10905,2026-07-05,Sanctions,Name Match,75.0,66041.81,Escalated,1,2026-07
FCA00507,CUST10137,2026-02-19,Transaction Monitoring,Structuring,29.0,27297.06,Escalated,1,2026-02
FCA00508,CUST10437,2026-04-01,Sanctions,Name Match,57.0,49127.81,Closed - Explained,0,2026-04
FCA00509,CUST11045,2026-06-22,Sanctions,Watchlist Exposure,44.0,15940.36,Escalated,1,2026-06
FCA00510,CUST10200,2026-06-06,Transaction Monitoring,Rapid Movement,68.0,36492.94,Closed - Explained,0,2026-06
FCA00511,CUST10969,2026-02-05,Transaction Monitoring,Unusual Volume,65.0,19354.17,Closed - Explained,0,2026-02
FCA00512,CUST10617,2026-09-17,KYC/EDD,Adverse Media,89.0,75099.8,Escalated,1,2026-09
FCA00513,CUST10790,2026-01-05,Transaction Monitoring,Unusual Volume,73.0,40368.54,Closed - Explained,0,2026-01
FCA00514,CUST10172,2026-02-21,Transaction Monitoring,Unusual Volume,61.0,45787.36,Closed - Explained,0,2026-02
FCA00515,CUST10527,2026-05-03,Sanctions,Watchlist Exposure,98.0,85139.32,Escalated,1,2026-05
FCA00516,CUST11012,2026-06-03,Fraud,Geo Anomaly,81.0,50069.89,Closed - Explained,0,2026-06
FCA00517,CUST10622,2026-05-08,Transaction Monitoring,Rapid Movement,38.0,36319.69,Escalated,1,2026-05
FCA00518,CUST11199,2026-05-28,Fraud,Geo Anomaly,55.0,14454.99,Closed - Explained,0,2026-05
FCA00519,CUST10406,2026-06-09,Sanctions,Watchlist Exposure,53.0,41695.98,Closed - Explained,0,2026-06
FCA00520,CUST10593,2026-04-01,Fraud,Velocity Spike,38.0,41869.62,Closed - Explained,0,2026-04
FCA00521,CUST10076,2026-06-01,Transaction Monitoring,High-Risk Wire,45.0,10014.79,Escalated,1,2026-06
FCA00522,CUST10870,2026-04-25,KYC/EDD,Source of Funds,39.0,116566.54,Closed - Explained,0,2026-04
FCA00523,CUST10365,2026-03-05,Transaction Monitoring,High-Risk Wire,44.0,121111.63,Escalated,1,2026-03
FCA00524,CUST10161,2026-03-06,Fraud,Account Takeover,57.0,11319.93,Closed - Explained,0,2026-03
FCA00525,CUST11007,2026-08-15,Sanctions,Watchlist Exposure,56.0,2364.25,Closed - Explained,0,2026-08
FCA00526,CUST10526,2026-09-16,Fraud,Suspicious Merchant,66.0,86102.9,Closed - Explained,0,2026-09
FCA00527,CUST10002,2026-07-16,Transaction Monitoring,Structuring,48.0,43004.62,Closed - Explained,0,2026-07
FCA00528,CUST10800,2026-08-10,KYC/EDD,Source of Funds,54.0,25234.09,Escalated,1,2026-08
FCA00529,CUST10540,2026-07-07,Transaction Monitoring,Structuring,53.0,33709.91,Closed - Explained,0,2026-07
FCA00530,CUST10100,2026-04-22,Transaction Monitoring,Unusual Volume,58.0,21096.72,Closed - Explained,0,2026-04
FCA00531,CUST10497,2026-08-05,KYC/EDD,Source of Funds,55.0,36169.49,Closed - Explained,0,2026-08
FCA00532,CUST10471,2026-08-18,Fraud,Geo Anomaly,56.0,13555.0,Closed - Explained,0,2026-08
FCA00533,CUST10889,2026-03-16,Fraud,Suspicious Merchant,28.0,13146.81,Escalated,1,2026-03
FCA00534,CUST10524,2026-09-09,Transaction Monitoring,High-Risk Wire,46.0,59221.76,Escalated,1,2026-09
FCA00535,CUST10174,2026-08-28,Transaction Monitoring,Structuring,50.0,79263.69,Closed - Explained,0,2026-08
FCA00536,CUST10991,2026-02-17,Fraud,Velocity Spike,60.0,17849.3,Closed - Explained,0,2026-02
FCA00537,CUST10435,2026-08-18,Transaction Monitoring,Rapid Movement,30.0,88066.17,Escalated,1,2026-08
FCA00538,CUST10002,2026-04-11,Transaction Monitoring,Structuring,31.0,24085.56,Closed - Explained,0,2026-04
FCA00539,CUST10917,2026-01-09,Fraud,Geo Anomaly,50.0,57769.14,Closed - Explained,0,2026-01
FCA00540,CUST10852,2026-05-24,Sanctions,High-Risk Geography,34.0,36716.32,Escalated,1,2026-05
FCA00541,CUST11112,2026-03-16,Sanctions,Name Match,21.0,19616.06,Closed - Explained,0,2026-03
FCA00542,CUST10233,2026-01-02,Sanctions,High-Risk Geography,73.0,23283.7,Escalated,1,2026-01
FCA00543,CUST10232,2026-04-09,Fraud,Velocity Spike,74.0,28945.77,Closed - Explained,0,2026-04
FCA00544,CUST10611,2026-01-06,Transaction Monitoring,High-Risk Wire,61.0,15215.07,Closed - Explained,0,2026-01
FCA00545,CUST10677,2026-01-02,Fraud,Suspicious Merchant,86.0,28273.07,Closed - Explained,0,2026-01
FCA00546,CUST11188,2026-05-20,Sanctions,High-Risk Geography,57.0,58942.69,Closed - Explained,0,2026-05
FCA00547,CUST11123,2026-02-14,Transaction Monitoring,Unusual Volume,42.0,7520.4,Closed - Explained,0,2026-02
FCA00548,CUST10190,2026-04-15,Transaction Monitoring,High-Risk Wire,56.0,28133.47,Closed - Explained,0,2026-04
FCA00549,CUST10732,2026-04-21,KYC/EDD,KYC Refresh,33.0,69817.1,Escalated,1,2026-04
FCA00550,CUST10678,2026-05-04,Fraud,Geo Anomaly,44.0,32484.76,Closed - Explained,0,2026-05
FCA00551,CUST10708,2026-04-19,Sanctions,Name Match,63.0,13604.1,Escalated,1,2026-04
FCA00552,CUST10296,2026-05-29,Sanctions,Name Match,52.0,30948.97,Closed - Explained,0,2026-05
FCA00553,CUST11198,2026-07-11,KYC/EDD,PEP Exposure,50.0,17367.62,Closed - Explained,0,2026-07
FCA00554,CUST10146,2026-01-19,Fraud,Velocity Spike,76.0,21889.58,Closed - Explained,0,2026-01
FCA00555,CUST10368,2026-01-25,Transaction Monitoring,Rapid Movement,74.0,62019.95,Closed - Explained,0,2026-01
FCA00556,CUST10350,2026-09-16,Transaction Monitoring,Rapid Movement,34.0,39205.98,Closed - Explained,0,2026-09
FCA00557,CUST10314,2026-07-01,Transaction Monitoring,Structuring,67.0,9496.7,Closed - Explained,0,2026-07
FCA00558,CUST11053,2026-04-19,Sanctions,Name Match,75.0,5817.64,Escalated,1,2026-04
FCA00559,CUST10128,2026-07-07,Fraud,Account Takeover,66.0,225362.49,Closed - Explained,0,2026-07
FCA00560,CUST10789,2026-06-29,Transaction Monitoring,High-Risk Wire,86.0,20415.94,Escalated,1,2026-06
FCA00561,CUST10362,2026-07-23,Transaction Monitoring,Rapid Movement,53.0,36755.91,Closed - Explained,0,2026-07
FCA00562,CUST10726,2026-04-04,Sanctions,Watchlist Exposure,58.0,9836.85,Closed - Explained,0,2026-04
FCA00563,CUST10481,2026-07-03,Transaction Monitoring,High-Risk Wire,51.0,46242.01,Closed - Explained,0,2026-07
FCA00564,CUST10982,2026-09-21,Transaction Monitoring,Unusual Volume,71.0,84797.04,Closed - Explained,0,2026-09
FCA00565,CUST10362,2026-09-01,Sanctions,High-Risk Geography,95.0,6133.48,Closed - Explained,0,2026-09
FCA00566,CUST11118,2026-04-21,Transaction Monitoring,High-Risk Wire,52.0,50678.89,Closed - Explained,0,2026-04
FCA00567,CUST11129,2026-09-05,Fraud,Velocity Spike,54.0,32638.15,Closed - Explained,0,2026-09
FCA00568,CUST10516,2026-04-22,Transaction Monitoring,Unusual Volume,35.0,45177.84,Closed - Explained,0,2026-04
FCA00569,CUST10739,2026-03-11,Sanctions,Name Match,63.0,15465.04,Closed - Explained,0,2026-03
FCA00570,CUST10365,2026-02-07,Fraud,Velocity Spike,53.0,13297.88,Closed - Explained,0,2026-02
FCA00571,CUST10307,2026-03-27,Sanctions,Name Match,49.0,47923.72,Closed - Explained,0,2026-03
FCA00572,CUST11004,2026-09-10,Transaction Monitoring,Rapid Movement,62.0,74599.75,Closed - Explained,0,2026-09
FCA00573,CUST10317,2026-08-30,Fraud,Geo Anomaly,53.0,24498.95,Closed - Explained,0,2026-08
FCA00574,CUST11138,2026-02-03,Transaction Monitoring,High-Risk Wire,56.0,49721.7,Closed - Explained,0,2026-02
FCA00575,CUST10274,2026-06-02,KYC/EDD,PEP Exposure,59.0,11549.73,Escalated,1,2026-06
FCA00576,CUST10499,2026-08-02,KYC/EDD,Adverse Media,100.0,53339.7,Escalated,1,2026-08
FCA00577,CUST10421,2026-06-09,Transaction Monitoring,Structuring,67.0,133750.88,Escalated,1,2026-06
FCA00578,CUST10969,2026-04-27,Fraud,Velocity Spike,49.0,13326.82,Escalated,1,2026-04
FCA00579,CUST10414,2026-03-24,Transaction Monitoring,Rapid Movement,78.0,134895.98,Escalated,1,2026-03
FCA00580,CUST10774,2026-08-19,KYC/EDD,Source of Funds,59.0,18470.72,Closed - Explained,0,2026-08
FCA00581,CUST10732,2026-08-28,Transaction Monitoring,Structuring,48.0,19067.78,Closed - Explained,0,2026-08
FCA00582,CUST11087,2026-03-28,Transaction Monitoring,Structuring,61.0,16149.12,Escalated,1,2026-03
FCA00583,CUST10024,2026-09-15,Transaction Monitoring,Structuring,53.0,67832.97,Escalated,1,2026-09
FCA00584,CUST10183,2026-07-25,Transaction Monitoring,High-Risk Wire,87.0,66180.82,Escalated,1,2026-07
FCA00585,CUST10635,2026-03-18,Transaction Monitoring,Rapid Movement,35.0,12412.05,Closed - Explained,0,2026-03
FCA00586,CUST11026,2026-09-10,Transaction Monitoring,High-Risk Wire,46.0,13334.0,Closed - Explained,0,2026-09
FCA00587,CUST10107,2026-08-27,Transaction Monitoring,High-Risk Wire,26.0,6090.24,Escalated,1,2026-08
FCA00588,CUST10518,2026-05-18,Transaction Monitoring,Unusual Volume,35.0,49596.3,Closed - Explained,0,2026-05
FCA00589,CUST11068,2026-03-22,Fraud,Geo Anomaly,98.0,29790.0,Escalated,1,2026-03
FCA00590,CUST10410,2026-07-24,Transaction Monitoring,Rapid Movement,58.0,7181.07,Escalated,1,2026-07
FCA00591,CUST10186,2026-09-30,Transaction Monitoring,Unusual Volume,57.0,28150.5,Closed - Explained,0,2026-09
FCA00592,CUST10732,2026-02-11,Transaction Monitoring,Unusual Volume,43.0,84822.52,Closed - Explained,0,2026-02
FCA00593,CUST10922,2026-09-23,KYC/EDD,Source of Funds,51.0,51693.83,Escalated,1,2026-09
FCA00594,CUST10374,2026-01-10,Sanctions,Name Match,62.0,135963.49,Closed - Explained,0,2026-01
FCA00595,CUST10907,2026-02-01,Transaction Monitoring,High-Risk Wire,55.0,10249.67,Closed - Explained,0,2026-02
FCA00596,CUST10695,2026-05-12,KYC/EDD,Adverse Media,49.0,15081.6,Closed - Explained,0,2026-05
FCA00597,CUST11158,2026-01-11,Transaction Monitoring,High-Risk Wire,73.0,12340.21,Closed - Explained,0,2026-01
FCA00598,CUST10983,2026-04-06,KYC/EDD,PEP Exposure,53.0,20070.22,Closed - Explained,0,2026-04
FCA00599,CUST10189,2026-04-05,Sanctions,Name Match,36.0,13389.65,Closed - Explained,0,2026-04
FCA00600,CUST10916,2026-08-28,Transaction Monitoring,Rapid Movement,48.0,15470.25,Closed - Explained,0,2026-08
FCA00601,CUST10384,2026-08-24,Fraud,Geo Anomaly,69.0,23004.18,Escalated,1,2026-08
FCA00602,CUST10890,2026-04-26,Sanctions,Watchlist Exposure,100.0,15812.47,Escalated,1,2026-04
FCA00603,CUST10248,2026-02-01,KYC/EDD,Adverse Media,66.0,74003.98,Closed - Explained,0,2026-02
FCA00604,CUST10882,2026-09-23,Transaction Monitoring,High-Risk Wire,56.0,47727.76,Escalated,1,2026-09
FCA00605,CUST10915,2026-07-26,Transaction Monitoring,Unusual Volume,53.0,16362.91,Closed - Explained,0,2026-07
FCA00606,CUST10425,2026-06-08,Transaction Monitoring,Unusual Volume,53.0,20709.35,Closed - Explained,0,2026-06
FCA00607,CUST10831,2026-07-05,Transaction Monitoring,Structuring,44.0,19186.28,Closed - Explained,0,2026-07
FCA00608,CUST10452,2026-07-13,Transaction Monitoring,Rapid Movement,25.0,23700.19,Escalated,1,2026-07
FCA00609,CUST11169,2026-05-18,Fraud,Account Takeover,83.0,16456.41,Escalated,1,2026-05
FCA00610,CUST10740,2026-05-18,Transaction Monitoring,Rapid Movement,49.0,128772.97,Closed - Explained,0,2026-05
FCA00611,CUST11068,2026-02-06,Transaction Monitoring,High-Risk Wire,90.0,104777.17,Escalated,1,2026-02
FCA00612,CUST11093,2026-05-17,Transaction Monitoring,Unusual Volume,93.0,24765.65,Escalated,1,2026-05
FCA00613,CUST10580,2026-01-11,Fraud,Geo Anomaly,59.0,11275.91,Closed - Explained,0,2026-01
FCA00614,CUST10617,2026-04-25,KYC/EDD,Source of Funds,80.0,32818.09,Closed - Explained,0,2026-04
FCA00615,CUST10577,2026-09-10,Transaction Monitoring,High-Risk Wire,82.0,101058.37,Escalated,1,2026-09
FCA00616,CUST10056,2026-01-02,Fraud,Account Takeover,69.0,97655.76,Closed - Explained,0,2026-01
FCA00617,CUST10106,2026-07-11,KYC/EDD,PEP Exposure,59.0,48964.07,Closed - Explained,0,2026-07
FCA00618,CUST10136,2026-08-22,Fraud,Geo Anomaly,76.0,72980.38,Escalated,1,2026-08
FCA00619,CUST10980,2026-09-21,Transaction Monitoring,Rapid Movement,34.0,45327.01,Closed - Explained,0,2026-09
FCA00620,CUST10945,2026-05-08,Fraud,Suspicious Merchant,57.0,4474.15,Closed - Explained,0,2026-05
FCA00621,CUST10185,2026-04-13,KYC/EDD,Adverse Media,97.0,9368.29,Escalated,1,2026-04
FCA00622,CUST10084,2026-02-20,Transaction Monitoring,Unusual Volume,70.0,37472.03,Closed - Explained,0,2026-02
FCA00623,CUST11138,2026-03-25,Fraud,Suspicious Merchant,69.0,24831.35,Closed - Explained,0,2026-03
FCA00624,CUST10814,2026-08-12,Sanctions,Watchlist Exposure,57.0,28329.8,Escalated,1,2026-08
FCA00625,CUST10396,2026-04-15,Sanctions,High-Risk Geography,85.0,73316.18,Closed - Explained,0,2026-04
FCA00626,CUST10688,2026-06-24,Fraud,Velocity Spike,65.0,9233.85,Closed - Explained,0,2026-06
FCA00627,CUST10299,2026-05-15,KYC/EDD,Source of Funds,44.0,29374.14,Closed - Explained,0,2026-05
FCA00628,CUST10436,2026-08-10,Transaction Monitoring,High-Risk Wire,70.0,14460.93,Closed - Explained,0,2026-08
FCA00629,CUST10389,2026-08-21,Transaction Monitoring,Structuring,60.0,76375.03,Escalated,1,2026-08
FCA00630,CUST10488,2026-07-01,Transaction Monitoring,High-Risk Wire,34.0,44414.74,Closed - Explained,0,2026-07
FCA00631,CUST10066,2026-03-25,Sanctions,High-Risk Geography,70.0,83589.44,Escalated,1,2026-03
FCA00632,CUST10787,2026-09-25,Transaction Monitoring,Structuring,74.0,32426.37,Escalated,1,2026-09
FCA00633,CUST10490,2026-04-13,Fraud,Geo Anomaly,54.0,196813.1,Closed - Explained,0,2026-04
FCA00634,CUST10120,2026-05-17,Transaction Monitoring,Unusual Volume,58.0,21029.37,Closed - Explained,0,2026-05
FCA00635,CUST10396,2026-05-04,Fraud,Suspicious Merchant,55.0,44062.63,Closed - Explained,0,2026-05
FCA00636,CUST11117,2026-08-20,Transaction Monitoring,Rapid Movement,56.0,72848.02,Closed - Explained,0,2026-08
FCA00637,CUST10601,2026-09-29,Transaction Monitoring,High-Risk Wire,71.0,11390.14,Closed - Explained,0,2026-09
FCA00638,CUST10767,2026-03-08,Fraud,Suspicious Merchant,33.0,16875.52,Closed - Explained,0,2026-03
FCA00639,CUST10984,2026-08-08,KYC/EDD,Source of Funds,64.0,18946.85,Closed - Explained,0,2026-08
FCA00640,CUST10463,2026-03-22,Sanctions,Name Match,26.0,10853.52,Closed - Explained,0,2026-03
FCA00641,CUST10646,2026-02-21,Transaction Monitoring,High-Risk Wire,71.0,77392.92,Escalated,1,2026-02
FCA00642,CUST10101,2026-09-08,Transaction Monitoring,Unusual Volume,72.0,31821.02,Closed - Explained,0,2026-09
FCA00643,CUST10830,2026-08-20,Sanctions,Name Match,69.0,13169.5,Escalated,1,2026-08
FCA00644,CUST10172,2026-08-03,KYC/EDD,KYC Refresh,45.0,32127.8,Closed - Explained,0,2026-08
FCA00645,CUST11179,2026-03-01,Sanctions,Name Match,43.0,13371.92,Closed - Explained,0,2026-03
FCA00646,CUST10668,2026-05-15,Fraud,Suspicious Merchant,84.0,16979.67,Closed - Explained,0,2026-05
FCA00647,CUST10835,2026-04-02,Fraud,Account Takeover,74.0,46887.22,Escalated,1,2026-04
FCA00648,CUST11020,2026-03-31,Sanctions,High-Risk Geography,84.0,37236.12,Closed - Explained,0,2026-03
FCA00649,CUST10194,2026-07-18,Transaction Monitoring,High-Risk Wire,48.0,25493.41,Closed - Explained,0,2026-07
FCA00650,CUST10137,2026-07-18,Fraud,Account Takeover,81.0,18238.06,Escalated,1,2026-07
FCA00651,CUST11105,2026-07-02,Transaction Monitoring,Unusual Volume,57.0,48607.76,Closed - Explained,0,2026-07
FCA00652,CUST10409,2026-06-30,Fraud,Account Takeover,44.0,9642.66,Closed - Explained,0,2026-06
FCA00653,CUST10200,2026-09-08,Fraud,Suspicious Merchant,83.0,4163.14,Escalated,1,2026-09
FCA00654,CUST10725,2026-05-30,Transaction Monitoring,Rapid Movement,63.0,32179.7,Closed - Explained,0,2026-05
FCA00655,CUST10317,2026-04-30,Fraud,Velocity Spike,75.0,73607.52,Escalated,1,2026-04
FCA00656,CUST10081,2026-01-05,KYC/EDD,Adverse Media,67.0,41151.21,Escalated,1,2026-01
FCA00657,CUST11013,2026-01-01,KYC/EDD,PEP Exposure,57.0,276464.79,Closed - Explained,0,2026-01
FCA00658,CUST10016,2026-08-08,Transaction Monitoring,High-Risk Wire,43.0,2774.74,Closed - Explained,0,2026-08
FCA00659,CUST10011,2026-05-08,Fraud,Geo Anomaly,58.0,81005.86,Closed - Explained,0,2026-05
FCA00660,CUST10247,2026-09-21,Transaction Monitoring,Structuring,43.0,2563.09,Closed - Explained,0,2026-09
FCA00661,CUST11159,2026-04-29,KYC/EDD,Adverse Media,56.0,117614.08,Closed - Explained,0,2026-04
FCA00662,CUST10649,2026-01-05,Sanctions,High-Risk Geography,39.0,8366.63,Escalated,1,2026-01
FCA00663,CUST10945,2026-02-27,Transaction Monitoring,Structuring,90.0,91859.0,Escalated,1,2026-02
FCA00664,CUST11086,2026-02-20,Transaction Monitoring,Unusual Volume,53.0,7409.95,Closed - Explained,0,2026-02
FCA00665,CUST10894,2026-09-15,KYC/EDD,KYC Refresh,40.0,28828.4,Closed - Explained,0,2026-09
FCA00666,CUST10195,2026-01-15,KYC/EDD,Source of Funds,70.0,5546.49,Closed - Explained,0,2026-01
FCA00667,CUST10442,2026-07-18,Transaction Monitoring,Unusual Volume,100.0,19083.51,Escalated,1,2026-07
FCA00668,CUST10733,2026-09-14,KYC/EDD,Adverse Media,58.0,27740.62,Closed - Explained,0,2026-09
FCA00669,CUST10300,2026-03-28,Transaction Monitoring,High-Risk Wire,86.0,8936.0,Escalated,1,2026-03
FCA00670,CUST10382,2026-06-01,Fraud,Suspicious Merchant,32.0,14693.98,Closed - Explained,0,2026-06
FCA00671,CUST10304,2026-04-25,Sanctions,Name Match,15.0,2565.94,Closed - Explained,0,2026-04
FCA00672,CUST10309,2026-09-23,Transaction Monitoring,Structuring,47.0,19722.79,Closed - Explained,0,2026-09
FCA00673,CUST10228,2026-09-22,KYC/EDD,KYC Refresh,83.0,4949.73,Escalated,1,2026-09
FCA00674,CUST10369,2026-07-18,Fraud,Suspicious Merchant,67.0,42235.98,Closed - Explained,0,2026-07
FCA00675,CUST10696,2026-04-21,Transaction Monitoring,Structuring,37.0,4825.89,Closed - Explained,0,2026-04
FCA00676,CUST10904,2026-08-22,KYC/EDD,Source of Funds,46.0,42757.56,Closed - Explained,0,2026-08
FCA00677,CUST10298,2026-05-04,Sanctions,Name Match,56.0,43408.45,Closed - Explained,0,2026-05
FCA00678,CUST10389,2026-04-16,Fraud,Geo Anomaly,36.0,10150.99,Closed - Explained,0,2026-04
FCA00679,CUST10517,2026-02-02,Transaction Monitoring,Structuring,16.0,6790.02,Closed - Explained,0,2026-02
FCA00680,CUST10007,2026-05-23,KYC/EDD,Source of Funds,67.0,73996.06,Closed - Explained,0,2026-05
FCA00681,CUST10505,2026-01-30,Transaction Monitoring,Unusual Volume,16.0,6406.75,Closed - Explained,0,2026-01
FCA00682,CUST10469,2026-08-24,Fraud,Suspicious Merchant,30.0,23461.13,Escalated,1,2026-08
FCA00683,CUST11135,2026-05-10,Sanctions,Name Match,44.0,35398.72,Closed - Explained,0,2026-05
FCA00684,CUST10104,2026-03-07,Transaction Monitoring,High-Risk Wire,49.0,54409.57,Closed - Explained,0,2026-03
FCA00685,CUST11132,2026-03-11,Transaction Monitoring,Rapid Movement,61.0,19618.45,Escalated,1,2026-03
FCA00686,CUST10669,2026-01-20,Transaction Monitoring,Structuring,30.0,49431.47,Closed - Explained,0,2026-01
FCA00687,CUST10184,2026-09-26,Sanctions,Watchlist Exposure,57.0,26943.94,Closed - Explained,0,2026-09
FCA00688,CUST10239,2026-01-21,Sanctions,Name Match,48.0,26676.48,Closed - Explained,0,2026-01
FCA00689,CUST11156,2026-06-19,KYC/EDD,Source of Funds,64.0,34045.44,Escalated,1,2026-06
FCA00690,CUST10640,2026-04-19,Transaction Monitoring,Structuring,49.0,106835.08,Closed - Explained,0,2026-04
FCA00691,CUST10742,2026-08-18,Transaction Monitoring,Unusual Volume,27.0,12749.72,Closed - Explained,0,2026-08
FCA00692,CUST10077,2026-03-21,Transaction Monitoring,Rapid Movement,5.0,12111.86,Closed - Explained,0,2026-03
FCA00693,CUST10525,2026-02-15,Transaction Monitoring,Structuring,72.0,80737.55,Escalated,1,2026-02
FCA00694,CUST10873,2026-03-02,Transaction Monitoring,Unusual Volume,58.0,29247.8,Closed - Explained,0,2026-03
FCA00695,CUST10377,2026-05-26,Sanctions,High-Risk Geography,35.0,7854.18,Closed - Explained,0,2026-05
FCA00696,CUST10851,2026-06-25,KYC/EDD,Source of Funds,68.0,25214.12,Closed - Explained,0,2026-06
FCA00697,CUST10103,2026-05-28,Transaction Monitoring,High-Risk Wire,74.0,52929.06,Closed - Explained,0,2026-05
FCA00698,CUST10193,2026-07-27,Sanctions,Watchlist Exposure,79.0,27361.91,Closed - Explained,0,2026-07
FCA00699,CUST11000,2026-05-27,KYC/EDD,Source of Funds,62.0,16131.85,Closed - Explained,0,2026-05
FCA00700,CUST10917,2026-07-05,Sanctions,Watchlist Exposure,47.0,11542.36,Escalated,1,2026-07
FCA00701,CUST10738,2026-09-30,Sanctions,Name Match,47.0,5090.11,Closed - Explained,0,2026-09
FCA00702,CUST10252,2026-06-19,Transaction Monitoring,Unusual Volume,48.0,12723.75,Closed - Explained,0,2026-06
FCA00703,CUST10138,2026-04-22,Fraud,Velocity Spike,34.0,19537.4,Closed - Explained,0,2026-04
FCA00704,CUST10570,2026-07-05,Sanctions,High-Risk Geography,66.0,765972.96,Closed - Explained,0,2026-07
FCA00705,CUST11176,2026-03-01,Transaction Monitoring,Rapid Movement,69.0,11393.51,Closed - Explained,0,2026-03
FCA00706,CUST10465,2026-08-25,KYC/EDD,Adverse Media,37.0,6937.61,Closed - Explained,0,2026-08
FCA00707,CUST10346,2026-05-13,KYC/EDD,Source of Funds,49.0,81830.57,Closed - Explained,0,2026-05
FCA00708,CUST11072,2026-07-23,Transaction Monitoring,Structuring,67.0,18353.07,Escalated,1,2026-07
FCA00709,CUST10593,2026-08-25,Transaction Monitoring,Structuring,74.0,21937.49,Closed - Explained,0,2026-08
FCA00710,CUST10872,2026-07-06,KYC/EDD,PEP Exposure,66.0,61457.51,Closed - Explained,0,2026-07
FCA00711,CUST10788,2026-07-17,Transaction Monitoring,Structuring,63.0,31011.54,Escalated,1,2026-07
FCA00712,CUST10409,2026-03-16,KYC/EDD,Source of Funds,25.0,53343.52,Closed - Explained,0,2026-03
FCA00713,CUST10002,2026-02-22,Fraud,Account Takeover,73.0,16509.43,Closed - Explained,0,2026-02
FCA00714,CUST10902,2026-04-25,Sanctions,High-Risk Geography,90.0,16122.39,Escalated,1,2026-04
FCA00715,CUST10461,2026-08-16,Fraud,Account Takeover,61.0,12122.35,Closed - Explained,0,2026-08
FCA00716,CUST10941,2026-05-31,KYC/EDD,Source of Funds,70.0,7155.86,Escalated,1,2026-05
FCA00717,CUST10112,2026-09-07,KYC/EDD,KYC Refresh,32.0,16042.41,Closed - Explained,0,2026-09
FCA00718,CUST10437,2026-08-22,Transaction Monitoring,High-Risk Wire,65.0,6846.96,Closed - Explained,0,2026-08
FCA00719,CUST10062,2026-05-27,Transaction Monitoring,High-Risk Wire,79.0,11218.95,Closed - Explained,0,2026-05
FCA00720,CUST10349,2026-07-16,Transaction Monitoring,Structuring,65.0,18404.54,Escalated,1,2026-07
FCA00721,CUST10198,2026-03-04,Transaction Monitoring,Structuring,82.0,17000.96,Escalated,1,2026-03
FCA00722,CUST11100,2026-05-25,Transaction Monitoring,Unusual Volume,83.0,144838.53,Escalated,1,2026-05
FCA00723,CUST10227,2026-05-29,Transaction Monitoring,Rapid Movement,47.0,25579.49,Closed - Explained,0,2026-05
FCA00724,CUST10930,2026-07-13,Transaction Monitoring,Rapid Movement,56.0,37244.04,Closed - Explained,0,2026-07
