transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_id,counterparty_country,high_risk_geo_flag
TX519356,CUST10798,2026-05-31,Card,Debit,44522.9,CP01846,Canada,0
TX519357,CUST10010,2026-01-31,ACH,Debit,16255.31,CP03883,China,0
TX519358,CUST10319,2026-02-17,Wire,Debit,4583.29,CP04956,Turkey,1
TX519359,CUST11046,2026-01-24,Cash,Debit,1699.96,CP01978,Turkey,1
TX519360,CUST10497,2026-05-30,Card,Credit,35325.0,CP01914,Nigeria,1
TX519361,CUST11074,2026-05-04,P2P,Credit,9793.96,CP05887,United Arab Emirates,1
TX519362,CUST10487,2026-02-17,Cash,Debit,13190.93,CP03070,Canada,0
TX519363,CUST10092,2026-09-03,P2P,Debit,6727.06,CP00123,China,0
TX519364,CUST11043,2026-05-20,Cash,Credit,26849.8,CP01508,United Kingdom,0
TX519365,CUST10457,2026-03-09,P2P,Debit,2216.52,CP01446,United Arab Emirates,1
TX519366,CUST10984,2026-02-22,P2P,Credit,6811.43,CP02669,China,0
TX519367,CUST10615,2026-07-04,Card,Credit,2500.77,CP00635,Canada,0
TX519368,CUST10581,2026-03-20,ACH,Debit,5779.92,CP04097,United States,0
TX519369,CUST10376,2026-08-05,Wire,Debit,6494.66,CP01653,India,0
TX519370,CUST10889,2026-01-23,Card,Credit,1293.68,CP02062,United Arab Emirates,1
TX519371,CUST10379,2026-09-10,Card,Debit,5632.24,CP04597,China,0
TX519372,CUST10578,2026-07-12,Cash,Debit,6290.1,CP02519,United Kingdom,0
TX519373,CUST10956,2026-05-31,Card,Credit,5896.02,CP05375,Turkey,1
TX519374,CUST10202,2026-03-12,Card,Debit,21351.15,CP00071,United States,0
TX519375,CUST10775,2026-09-24,ACH,Credit,14144.48,CP00679,Russia,1
TX519376,CUST10632,2026-05-19,Check,Credit,5748.55,CP04540,Mexico,0
TX519377,CUST10322,2026-01-11,Wire,Credit,7168.67,CP04180,India,0
TX519378,CUST10633,2026-08-20,Check,Debit,17661.48,CP03965,Mexico,0
TX519379,CUST11192,2026-02-02,ACH,Debit,12161.89,CP00608,United States,0
TX519380,CUST11105,2026-03-11,Wire,Credit,12699.71,CP06119,United States,0
TX519381,CUST10061,2026-04-04,Card,Credit,6687.58,CP06269,Canada,0
TX519382,CUST10284,2026-08-06,Wire,Credit,4204.46,CP02274,Turkey,1
TX519383,CUST10420,2026-08-07,Wire,Credit,2382.91,CP05249,Russia,1
TX519384,CUST10783,2026-07-05,Card,Credit,1396.07,CP05563,United Kingdom,0
TX519385,CUST10021,2026-04-30,P2P,Credit,5982.41,CP03232,Nigeria,1
TX519386,CUST10989,2026-09-18,Check,Debit,8451.65,CP02789,Canada,0
TX519387,CUST10146,2026-02-12,Wire,Credit,16198.6,CP06454,Russia,1
TX519388,CUST10424,2026-08-08,Card,Credit,16270.36,CP03891,United Kingdom,0
TX519389,CUST10197,2026-04-28,Check,Debit,5117.28,CP02541,United Arab Emirates,1
TX519390,CUST10495,2026-07-27,Cash,Debit,17539.28,CP01144,Russia,1
TX519391,CUST10230,2026-08-27,Card,Debit,10265.63,CP00191,United Kingdom,0
TX519392,CUST10847,2026-06-02,Cash,Credit,2870.42,CP02967,Russia,1
TX519393,CUST10981,2026-05-06,ACH,Debit,4955.66,CP01529,China,0
TX519394,CUST11071,2026-04-11,Card,Debit,1831.04,CP00130,China,0
TX519395,CUST10214,2026-09-02,ACH,Credit,1369.11,CP00899,China,0
TX519396,CUST10558,2026-04-25,Cash,Credit,1056.23,CP01256,China,0
TX519397,CUST10126,2026-05-10,Card,Debit,979.62,CP02025,Mexico,0
TX519398,CUST10265,2026-02-08,ACH,Debit,13638.29,CP00954,Russia,1
TX519399,CUST10860,2026-09-04,Check,Credit,12104.81,CP04830,United States,0
TX519400,CUST10061,2026-08-24,Wire,Debit,552.32,CP01605,Turkey,1
TX519401,CUST10414,2026-04-15,Cash,Credit,2495.59,CP05924,Mexico,0
TX519402,CUST10091,2026-07-01,Cash,Debit,5295.43,CP03886,Turkey,1
TX519403,CUST10234,2026-05-31,Wire,Credit,9807.08,CP05299,India,0
TX519404,CUST10127,2026-02-05,ACH,Credit,9532.51,CP04916,United States,0
TX519405,CUST11167,2026-03-10,Cash,Debit,4270.07,CP06006,Canada,0
TX519406,CUST10055,2026-06-26,P2P,Debit,9917.47,CP04875,India,0
TX519407,CUST10917,2026-09-11,ACH,Debit,22871.87,CP03932,Turkey,1
TX519408,CUST10151,2026-06-25,Check,Debit,3737.76,CP02323,United Arab Emirates,1
TX519409,CUST10908,2026-04-27,Card,Debit,17072.42,CP06336,Canada,0
TX519410,CUST10959,2026-08-28,Card,Credit,15069.15,CP01844,United Kingdom,0
TX519411,CUST10291,2026-02-01,P2P,Credit,5649.87,CP02461,United Arab Emirates,1
TX519412,CUST10094,2026-06-22,Wire,Credit,2823.53,CP03160,Mexico,0
TX519413,CUST10874,2026-07-04,Cash,Debit,1122.41,CP04033,Nigeria,1
TX519414,CUST10339,2026-01-03,Card,Credit,10368.31,CP01555,Nigeria,1
TX519415,CUST11009,2026-08-27,P2P,Credit,5177.19,CP03179,Canada,0
TX519416,CUST10086,2026-05-23,ACH,Credit,15324.5,CP02893,India,0
TX519417,CUST10498,2026-01-17,P2P,Debit,2355.42,CP00684,United States,0
TX519418,CUST10500,2026-03-22,P2P,Credit,4122.76,CP02803,Nigeria,1
TX519419,CUST10564,2026-07-16,Card,Debit,7840.74,CP00034,Turkey,1
TX519420,CUST10653,2026-02-28,ACH,Credit,2147.61,CP02459,Nigeria,1
TX519421,CUST10039,2026-07-07,Cash,Debit,6345.25,CP05570,China,0
TX519422,CUST10559,2026-07-23,Card,Credit,2629.35,CP02403,China,0
TX519423,CUST10007,2026-07-23,ACH,Debit,42769.47,CP02682,Canada,0
TX519424,CUST10201,2026-07-01,ACH,Debit,1203.59,CP03409,United Arab Emirates,1
TX519425,CUST10048,2026-06-15,Wire,Debit,9610.03,CP05974,China,0
TX519426,CUST10159,2026-08-17,Wire,Credit,3192.58,CP04510,China,0
TX519427,CUST10026,2026-04-07,ACH,Credit,4241.54,CP01421,India,0
TX519428,CUST10552,2026-09-10,ACH,Credit,2764.66,CP03369,United Arab Emirates,1
TX519429,CUST10027,2026-02-19,ACH,Debit,10576.41,CP02724,United Arab Emirates,1
TX519430,CUST10153,2026-02-21,Wire,Debit,4791.68,CP02874,Russia,1
TX519431,CUST10042,2026-02-27,ACH,Debit,5733.07,CP00494,Nigeria,1
TX519432,CUST10961,2026-06-27,P2P,Credit,14241.22,CP02906,United States,0
TX519433,CUST11057,2026-02-19,Check,Credit,12591.0,CP05864,Canada,0
TX519434,CUST10789,2026-08-14,P2P,Debit,11805.51,CP04482,Russia,1
TX519435,CUST10569,2026-04-23,Check,Debit,1974.32,CP04202,India,0
TX519436,CUST11012,2026-03-15,ACH,Debit,11300.9,CP04638,United Arab Emirates,1
TX519437,CUST10736,2026-01-14,Wire,Credit,7252.91,CP03303,Nigeria,1
TX519438,CUST10296,2026-09-30,Check,Debit,1604.51,CP03757,China,0
TX519439,CUST10739,2026-08-07,Cash,Credit,7244.43,CP05036,United Arab Emirates,1
TX519440,CUST10742,2026-03-29,Card,Credit,4414.38,CP02812,Nigeria,1
TX519441,CUST10923,2026-05-22,P2P,Debit,1348.05,CP00263,Russia,1
TX519442,CUST10437,2026-06-16,Cash,Credit,2875.09,CP05782,United States,0
TX519443,CUST10562,2026-08-04,ACH,Credit,2485.25,CP03221,Russia,1
TX519444,CUST11160,2026-08-27,ACH,Credit,1386.44,CP03098,United Arab Emirates,1
TX519445,CUST10511,2026-01-08,ACH,Debit,4177.81,CP00389,Mexico,0
TX519446,CUST10935,2026-09-22,P2P,Debit,26094.03,CP04014,Nigeria,1
TX519447,CUST11012,2026-03-13,Check,Debit,6185.64,CP01388,United States,0
TX519448,CUST11011,2026-01-16,P2P,Debit,16724.45,CP01294,Nigeria,1
TX519449,CUST11173,2026-05-24,Card,Credit,7594.82,CP02070,United Kingdom,0
TX519450,CUST10358,2026-03-20,ACH,Credit,2239.91,CP00020,Mexico,0
TX519451,CUST10103,2026-06-26,ACH,Debit,4341.05,CP03601,China,0
TX519452,CUST11107,2026-06-10,P2P,Debit,20026.52,CP01803,United States,0
TX519453,CUST10356,2026-01-28,ACH,Credit,35104.03,CP02941,Nigeria,1
TX519454,CUST10995,2026-09-09,P2P,Credit,4774.2,CP03716,Canada,0
TX519455,CUST10101,2026-02-23,ACH,Credit,13422.13,CP00218,Canada,0
TX519456,CUST10052,2026-03-27,Card,Debit,1339.54,CP02385,Canada,0
TX519457,CUST11195,2026-05-31,Wire,Debit,1039.45,CP03148,Nigeria,1
TX519458,CUST10255,2026-03-11,Check,Credit,48086.82,CP04237,China,0
TX519459,CUST11005,2026-01-08,ACH,Credit,7924.48,CP05077,Canada,0
TX519460,CUST10566,2026-08-03,ACH,Debit,2645.69,CP03800,Nigeria,1
TX519461,CUST10728,2026-05-20,Cash,Debit,3311.86,CP04578,United Kingdom,0
TX519462,CUST10413,2026-09-04,Card,Credit,7927.37,CP01402,China,0
TX519463,CUST10298,2026-03-27,ACH,Debit,9569.69,CP03563,United States,0
TX519464,CUST10334,2026-05-01,Wire,Debit,26278.39,CP01636,Russia,1
TX519465,CUST10496,2026-09-27,P2P,Debit,2990.68,CP01470,Turkey,1
TX519466,CUST10913,2026-03-09,Card,Debit,15278.61,CP03483,India,0
TX519467,CUST10807,2026-09-16,Card,Debit,24978.8,CP04376,China,0
TX519468,CUST10069,2026-05-27,Wire,Credit,232.28,CP05118,Nigeria,1
TX519469,CUST10857,2026-04-10,Wire,Credit,18234.35,CP03786,Turkey,1
TX519470,CUST10511,2026-05-22,Card,Credit,31238.36,CP05762,Canada,0
TX519471,CUST10314,2026-08-04,ACH,Credit,11378.08,CP04052,Mexico,0
TX519472,CUST10283,2026-02-16,P2P,Credit,46223.35,CP06085,United States,0
TX519473,CUST11077,2026-04-29,Card,Debit,1206.27,CP03729,Mexico,0
TX519474,CUST10379,2026-03-09,P2P,Credit,3964.05,CP03579,United Arab Emirates,1
TX519475,CUST10610,2026-08-29,Check,Debit,19080.75,CP04822,India,0
TX519476,CUST10562,2026-09-15,Wire,Credit,20423.17,CP05570,Russia,1
TX519477,CUST10382,2026-08-29,Wire,Debit,4044.39,CP01072,United Arab Emirates,1
TX519478,CUST10506,2026-07-09,Card,Debit,116621.28,CP04017,United Kingdom,0
TX519479,CUST11085,2026-09-09,ACH,Credit,9719.88,CP00115,Canada,0
TX519480,CUST10246,2026-07-28,Card,Debit,9961.2,CP04461,China,0
TX519481,CUST10861,2026-09-11,Wire,Debit,9583.45,CP01344,China,0
TX519482,CUST11027,2026-02-06,Cash,Debit,2326.84,CP03181,Russia,1
TX519483,CUST10586,2026-01-10,Wire,Debit,37567.55,CP04079,Turkey,1
TX519484,CUST10609,2026-03-24,ACH,Debit,14806.78,CP00090,United States,0
TX519485,CUST11070,2026-05-05,Wire,Debit,3239.9,CP00638,Mexico,0
TX519486,CUST11158,2026-01-21,Wire,Credit,34781.07,CP01150,United States,0
TX519487,CUST11161,2026-05-09,Check,Debit,16831.34,CP06030,Mexico,0
TX519488,CUST10283,2026-07-17,Cash,Credit,17190.39,CP04989,Mexico,0
TX519489,CUST10717,2026-08-01,ACH,Credit,5496.44,CP03772,China,0
TX519490,CUST10224,2026-03-24,Card,Credit,8024.64,CP05666,Mexico,0
TX519491,CUST10454,2026-07-02,Check,Credit,39952.9,CP04732,United Kingdom,0
TX519492,CUST10651,2026-08-19,P2P,Credit,38822.68,CP04354,United Arab Emirates,1
TX519493,CUST10230,2026-06-13,P2P,Credit,37011.34,CP01545,Russia,1
TX519494,CUST10463,2026-05-30,ACH,Debit,2878.02,CP03703,United States,0
TX519495,CUST10056,2026-05-04,ACH,Credit,14573.91,CP04802,Mexico,0
TX519496,CUST10996,2026-01-30,Card,Credit,15784.73,CP03275,Canada,0
TX519497,CUST10327,2026-03-16,P2P,Credit,8636.63,CP04725,United Kingdom,0
TX519498,CUST10580,2026-03-07,Card,Debit,630.87,CP01630,United Arab Emirates,1
TX519499,CUST10263,2026-03-21,ACH,Credit,6661.2,CP00190,Canada,0
TX519500,CUST10276,2026-05-08,ACH,Debit,2026.34,CP04198,China,0
TX519501,CUST10123,2026-05-04,Wire,Credit,15838.28,CP01770,Turkey,1
TX519502,CUST11085,2026-01-05,Cash,Credit,10063.86,CP05128,Russia,1
TX519503,CUST10670,2026-06-23,Cash,Debit,4860.92,CP06095,Nigeria,1
TX519504,CUST10206,2026-02-08,Check,Debit,10459.21,CP06103,Turkey,1
TX519505,CUST10847,2026-07-13,Card,Credit,24752.49,CP05852,India,0
TX519506,CUST10104,2026-03-29,Wire,Debit,1769.97,CP05572,Russia,1
TX519507,CUST10692,2026-06-07,ACH,Debit,3293.35,CP00078,Nigeria,1
TX519508,CUST11162,2026-04-01,Card,Credit,8822.38,CP00935,Russia,1
TX519509,CUST10750,2026-07-21,Card,Debit,13712.69,CP06287,Russia,1
TX519510,CUST10671,2026-02-11,Check,Credit,7377.0,CP02099,United States,0
TX519511,CUST10629,2026-09-15,Cash,Credit,5522.22,CP00150,Mexico,0
TX519512,CUST11138,2026-07-27,Card,Credit,1784.42,CP03476,Canada,0
TX519513,CUST10249,2026-09-01,Wire,Credit,18615.28,CP01652,Turkey,1
TX519514,CUST10295,2026-03-31,Wire,Debit,1419.95,CP03252,United States,0
TX519515,CUST10530,2026-04-03,ACH,Debit,9907.73,CP05264,Canada,0
TX519516,CUST10800,2026-06-12,Wire,Credit,1530.05,CP06479,Turkey,1
TX519517,CUST10673,2026-08-13,P2P,Credit,16423.81,CP03782,Canada,0
TX519518,CUST10886,2026-09-24,ACH,Credit,5307.02,CP03044,China,0
TX519519,CUST10248,2026-06-14,P2P,Debit,18935.34,CP05795,Turkey,1
TX519520,CUST10898,2026-08-10,Check,Debit,48947.39,CP02841,United Arab Emirates,1
TX519521,CUST10571,2026-06-06,ACH,Credit,3396.0,CP04954,Canada,0
TX519522,CUST11090,2026-02-24,Cash,Credit,21204.37,CP01157,Canada,0
TX519523,CUST10670,2026-04-17,Cash,Debit,2112.43,CP02667,Nigeria,1
TX519524,CUST10136,2026-07-14,P2P,Credit,6062.37,CP03019,Canada,0
TX519525,CUST10095,2026-08-24,Card,Debit,60282.5,CP06426,Russia,1
TX519526,CUST10474,2026-06-03,P2P,Credit,1315.34,CP02546,Canada,0
TX519527,CUST10714,2026-08-31,P2P,Credit,4525.72,CP01139,Russia,1
TX519528,CUST10180,2026-08-06,Cash,Credit,18307.56,CP00631,Nigeria,1
TX519529,CUST10044,2026-05-27,Cash,Debit,18928.34,CP05871,China,0
TX519530,CUST10641,2026-02-21,P2P,Credit,17717.66,CP00703,Mexico,0
TX519531,CUST11034,2026-06-09,Wire,Debit,5239.28,CP05782,United States,0
TX519532,CUST10219,2026-09-03,P2P,Credit,13869.51,CP04816,United Arab Emirates,1
TX519533,CUST10776,2026-07-23,ACH,Debit,5229.15,CP01796,United Arab Emirates,1
TX519534,CUST10583,2026-03-06,ACH,Debit,30112.33,CP05023,China,0
TX519535,CUST10484,2026-09-25,P2P,Debit,2964.84,CP03456,Nigeria,1
TX519536,CUST11024,2026-07-15,P2P,Debit,8895.94,CP06369,Mexico,0
TX519537,CUST10585,2026-03-05,ACH,Credit,11367.54,CP03145,Nigeria,1
TX519538,CUST10753,2026-02-14,Check,Credit,8691.01,CP04790,China,0
TX519539,CUST10059,2026-08-03,Cash,Debit,2431.42,CP04314,United States,0
TX519540,CUST11172,2026-02-11,Card,Credit,6815.44,CP00923,China,0
TX519541,CUST10089,2026-03-09,Wire,Debit,3429.57,CP03542,Russia,1
TX519542,CUST10783,2026-02-16,Check,Credit,3906.36,CP05973,United Arab Emirates,1
TX519543,CUST10677,2026-04-10,Card,Credit,26725.45,CP01411,Turkey,1
TX519544,CUST10568,2026-09-14,Card,Credit,34843.65,CP01553,Canada,0
TX519545,CUST10991,2026-09-07,Cash,Credit,34010.59,CP00965,China,0
TX519546,CUST10169,2026-03-19,Cash,Credit,8137.47,CP06259,United Arab Emirates,1
TX519547,CUST10683,2026-01-19,ACH,Debit,7428.46,CP00354,Turkey,1
TX519548,CUST10905,2026-06-05,Check,Debit,6912.29,CP01236,United Arab Emirates,1
TX519549,CUST10777,2026-06-11,P2P,Credit,1551.67,CP02817,Nigeria,1
TX519550,CUST10390,2026-02-23,P2P,Credit,8582.59,CP05563,United Kingdom,0
TX519551,CUST10870,2026-05-26,ACH,Credit,2750.43,CP01703,United Arab Emirates,1
TX519552,CUST10268,2026-04-15,ACH,Debit,23743.34,CP00239,Canada,0
TX519553,CUST10382,2026-04-02,Cash,Credit,3620.96,CP02227,Canada,0
TX519554,CUST10507,2026-06-13,Wire,Debit,23633.79,CP01877,United Arab Emirates,1
TX519555,CUST10030,2026-09-08,Wire,Credit,2850.25,CP06357,Nigeria,1
TX519556,CUST10560,2026-09-10,P2P,Credit,7105.85,CP00087,Turkey,1
TX519557,CUST10534,2026-01-07,Check,Debit,3757.88,CP03871,Mexico,0
TX519558,CUST10241,2026-08-15,P2P,Credit,8457.8,CP01688,Mexico,0
TX519559,CUST10557,2026-07-13,ACH,Debit,1177.22,CP03343,United Arab Emirates,1
TX519560,CUST10470,2026-06-28,P2P,Credit,6846.37,CP03992,United Kingdom,0
TX519561,CUST10253,2026-07-10,Wire,Credit,2527.63,CP04196,Russia,1
TX519562,CUST10673,2026-01-09,Check,Credit,2269.13,CP04807,United Kingdom,0
TX519563,CUST10648,2026-05-12,Wire,Credit,8247.45,CP00080,United Kingdom,0
TX519564,CUST10867,2026-04-14,P2P,Debit,29515.3,CP05335,United States,0
TX519565,CUST10238,2026-06-30,P2P,Credit,4405.39,CP04517,United States,0
TX519566,CUST10522,2026-09-22,Card,Credit,6407.01,CP02027,India,0
TX519567,CUST10370,2026-07-14,Wire,Credit,11853.83,CP03065,United States,0
TX519568,CUST10759,2026-07-31,Card,Credit,1335.93,CP01561,India,0
TX519569,CUST10537,2026-03-28,Card,Debit,11981.31,CP04364,United States,0
TX519570,CUST10889,2026-08-11,Check,Debit,8375.89,CP01876,Turkey,1
TX519571,CUST10993,2026-05-10,ACH,Debit,13490.83,CP02316,Russia,1
TX519572,CUST10469,2026-05-07,Card,Debit,11394.79,CP01966,China,0
TX519573,CUST10818,2026-08-26,Wire,Credit,1329.79,CP00485,United Kingdom,0
TX519574,CUST10278,2026-04-03,Check,Debit,3238.37,CP05734,Russia,1
TX519575,CUST10767,2026-03-31,Check,Credit,2024.23,CP02812,United States,0
TX519576,CUST10233,2026-03-04,Wire,Credit,29381.36,CP01179,Russia,1
TX519577,CUST10222,2026-08-06,P2P,Debit,2895.52,CP01362,Turkey,1
TX519578,CUST10572,2026-06-14,P2P,Debit,2568.48,CP03769,United States,0
TX519579,CUST10098,2026-01-02,Card,Debit,3389.34,CP04070,United States,0
TX519580,CUST10813,2026-09-23,Wire,Debit,18453.81,CP04643,Turkey,1
TX519581,CUST10391,2026-09-23,Wire,Credit,14086.67,CP02327,Turkey,1
TX519582,CUST10113,2026-08-13,ACH,Credit,424.98,CP00731,Turkey,1
TX519583,CUST10231,2026-03-27,ACH,Credit,6135.23,CP00975,Turkey,1
TX519584,CUST10533,2026-01-27,Wire,Debit,10731.42,CP02133,United States,0
TX519585,CUST11182,2026-07-06,ACH,Debit,4432.28,CP06117,Canada,0
TX519586,CUST10056,2026-02-19,Card,Debit,11954.7,CP03057,Turkey,1
TX519587,CUST10171,2026-05-09,ACH,Credit,2616.45,CP00540,China,0
TX519588,CUST11013,2026-06-14,Card,Debit,5281.64,CP06159,Nigeria,1
TX519589,CUST10011,2026-06-01,Cash,Credit,1043.12,CP03155,United States,0
TX519590,CUST10591,2026-01-19,Cash,Credit,3562.66,CP05331,Nigeria,1
TX519591,CUST11077,2026-04-04,ACH,Credit,7391.02,CP03237,China,0
TX519592,CUST10106,2026-04-17,Card,Credit,7111.77,CP06484,Canada,0
TX519593,CUST10538,2026-09-26,Cash,Debit,13400.11,CP02334,Russia,1
TX519594,CUST11105,2026-09-02,Check,Credit,15501.4,CP01982,Russia,1
TX519595,CUST10632,2026-06-12,Check,Credit,54524.31,CP05229,United Kingdom,0
TX519596,CUST10893,2026-05-27,Check,Credit,10231.99,CP02335,United States,0
TX519597,CUST10908,2026-05-22,Cash,Debit,7568.72,CP06110,United States,0
TX519598,CUST10726,2026-08-07,Card,Credit,3254.09,CP01552,Nigeria,1
TX519599,CUST11148,2026-07-02,ACH,Debit,1357.9,CP01080,United Arab Emirates,1
TX519600,CUST10688,2026-06-04,P2P,Credit,1242.45,CP03859,Turkey,1
TX519601,CUST10440,2026-02-05,ACH,Debit,5404.31,CP04365,Nigeria,1
TX519602,CUST11179,2026-04-15,Card,Credit,18965.21,CP02240,United Kingdom,0
TX519603,CUST10638,2026-04-19,Check,Credit,6244.93,CP04442,China,0
TX519604,CUST10699,2026-06-13,Card,Credit,31748.99,CP02100,India,0
TX519605,CUST10624,2026-03-10,Cash,Credit,5530.47,CP03924,Turkey,1
TX519606,CUST10716,2026-07-12,Wire,Debit,10602.26,CP04442,Russia,1
TX519607,CUST10759,2026-08-31,Cash,Debit,2669.33,CP03054,Canada,0
TX519608,CUST10457,2026-02-02,P2P,Debit,20299.31,CP04201,United Arab Emirates,1
TX519609,CUST10031,2026-03-15,Cash,Credit,5901.36,CP06035,United Kingdom,0
TX519610,CUST10723,2026-08-17,P2P,Credit,47961.19,CP01353,Mexico,0
TX519611,CUST10870,2026-01-14,Wire,Credit,6029.65,CP01619,China,0
TX519612,CUST10351,2026-04-07,Cash,Debit,43218.31,CP01101,China,0
TX519613,CUST10309,2026-04-09,Wire,Credit,1874.45,CP06447,United Arab Emirates,1
TX519614,CUST11181,2026-05-13,Wire,Debit,31114.39,CP01010,United Kingdom,0
TX519615,CUST11087,2026-09-10,Wire,Credit,7857.62,CP01178,United Arab Emirates,1
TX519616,CUST10026,2026-06-23,Card,Credit,10946.48,CP02244,United Kingdom,0
TX519617,CUST10460,2026-07-15,P2P,Credit,2230.37,CP00513,India,0
TX519618,CUST10082,2026-02-06,P2P,Debit,8493.21,CP03736,Mexico,0
TX519619,CUST10323,2026-06-01,Wire,Credit,4655.51,CP03772,China,0
TX519620,CUST10820,2026-04-01,Card,Credit,2966.34,CP05486,Canada,0
TX519621,CUST10785,2026-02-20,P2P,Credit,15880.05,CP00051,India,0
TX519622,CUST10110,2026-06-07,P2P,Credit,40685.02,CP00904,Turkey,1
TX519623,CUST10655,2026-07-27,P2P,Credit,1708.33,CP02614,Russia,1
TX519624,CUST10584,2026-07-03,P2P,Credit,7195.83,CP01118,Canada,0
TX519625,CUST10980,2026-09-03,Wire,Credit,60165.75,CP00614,Nigeria,1
TX519626,CUST10091,2026-07-03,Card,Debit,1301.97,CP04307,United Kingdom,0
TX519627,CUST10352,2026-08-14,Wire,Credit,3624.2,CP04386,United Kingdom,0
TX519628,CUST11025,2026-09-13,ACH,Credit,10891.48,CP06208,United Kingdom,0
TX519629,CUST10261,2026-07-05,ACH,Debit,7910.93,CP03873,Russia,1
TX519630,CUST10559,2026-06-02,ACH,Credit,10121.46,CP04624,United Kingdom,0
TX519631,CUST10570,2026-04-04,Card,Credit,169724.22,CP06356,Turkey,1
TX519632,CUST10985,2026-02-21,Check,Debit,7317.34,CP01790,China,0
TX519633,CUST11047,2026-09-10,ACH,Credit,25434.43,CP02208,Mexico,0
TX519634,CUST10442,2026-03-05,Card,Credit,3616.33,CP02959,United Kingdom,0
TX519635,CUST10201,2026-02-12,Cash,Credit,4849.05,CP06123,Mexico,0
TX519636,CUST10856,2026-09-11,Wire,Debit,1788.27,CP00226,Canada,0
TX519637,CUST10347,2026-09-25,ACH,Debit,1818.33,CP05977,United States,0
TX519638,CUST10002,2026-05-20,Card,Debit,36834.9,CP01378,Nigeria,1
TX519639,CUST10206,2026-07-04,Cash,Credit,39006.68,CP02574,United Arab Emirates,1
TX519640,CUST10638,2026-01-29,Wire,Debit,6238.05,CP02133,United States,0
TX519641,CUST10417,2026-07-02,Card,Credit,40571.79,CP05119,India,0
TX519642,CUST10898,2026-05-17,ACH,Debit,7534.71,CP00200,Turkey,1
TX519643,CUST10381,2026-01-31,P2P,Debit,3570.95,CP03010,China,0
TX519644,CUST11084,2026-01-15,ACH,Debit,17214.09,CP02223,United States,0
TX519645,CUST11188,2026-04-16,Wire,Debit,1227.39,CP06327,United Kingdom,0
TX519646,CUST10279,2026-07-22,Card,Debit,12168.94,CP03443,China,0
TX519647,CUST10967,2026-08-27,ACH,Debit,2511.17,CP03740,United States,0
TX519648,CUST10368,2026-05-12,P2P,Debit,3537.02,CP03722,Russia,1
TX519649,CUST10485,2026-05-11,ACH,Credit,23024.9,CP03852,Nigeria,1
TX519650,CUST10120,2026-09-15,Cash,Debit,15247.43,CP04833,Turkey,1
TX519651,CUST10209,2026-07-31,Check,Debit,5215.1,CP05075,United Arab Emirates,1
TX519652,CUST10955,2026-05-24,ACH,Debit,3334.05,CP01046,China,0
TX519653,CUST10644,2026-09-26,Cash,Debit,2357.1,CP01423,China,0
TX519654,CUST11059,2026-03-11,Wire,Credit,3240.72,CP06312,United States,0
TX519655,CUST10666,2026-06-02,Cash,Debit,1066.66,CP01513,Russia,1
TX519656,CUST10971,2026-02-17,P2P,Credit,1297.19,CP03493,India,0
TX519657,CUST10698,2026-04-08,Wire,Debit,1091.92,CP02534,United States,0
TX519658,CUST10865,2026-02-27,Card,Credit,14170.39,CP01293,Russia,1
TX519659,CUST10184,2026-07-10,Wire,Credit,5485.66,CP03317,Canada,0
TX519660,CUST11151,2026-03-11,P2P,Debit,11314.15,CP05625,Turkey,1
TX519661,CUST10929,2026-02-20,P2P,Credit,3505.74,CP04447,Nigeria,1
TX519662,CUST10394,2026-08-04,Card,Debit,21045.34,CP05510,China,0
TX519663,CUST11121,2026-01-06,P2P,Credit,5218.32,CP02999,Russia,1
TX519664,CUST10854,2026-08-23,Wire,Debit,3459.75,CP03076,Canada,0
TX519665,CUST10783,2026-06-09,ACH,Debit,11155.41,CP05896,United States,0
TX519666,CUST10042,2026-09-28,ACH,Debit,2809.52,CP04305,China,0
TX519667,CUST10253,2026-06-24,Wire,Credit,9751.47,CP06341,Russia,1
TX519668,CUST10126,2026-06-21,ACH,Debit,2782.97,CP04509,China,0
TX519669,CUST10194,2026-05-25,Wire,Credit,3129.28,CP03690,China,0
TX519670,CUST10941,2026-04-10,Wire,Debit,19830.95,CP00415,Canada,0
TX519671,CUST10862,2026-08-07,Cash,Debit,5698.64,CP05261,Nigeria,1
TX519672,CUST11156,2026-02-08,Cash,Credit,9344.09,CP05266,United States,0
TX519673,CUST10963,2026-01-19,Card,Credit,13884.31,CP05046,India,0
TX519674,CUST10688,2026-08-18,Card,Debit,3906.71,CP00167,United Arab Emirates,1
TX519675,CUST10213,2026-01-10,Card,Credit,32139.43,CP03458,United States,0
TX519676,CUST10273,2026-04-06,P2P,Debit,7546.77,CP05691,China,0
TX519677,CUST10180,2026-04-28,ACH,Credit,11732.72,CP05660,United States,0
TX519678,CUST10695,2026-08-17,Cash,Credit,14882.82,CP04784,United Kingdom,0
TX519679,CUST10671,2026-05-30,P2P,Credit,7918.01,CP05627,Russia,1
TX519680,CUST10153,2026-03-03,Cash,Debit,1984.95,CP03552,Mexico,0
TX519681,CUST10994,2026-04-30,ACH,Credit,14348.69,CP01913,China,0
TX519682,CUST10198,2026-03-25,Wire,Debit,2469.24,CP03933,Canada,0
TX519683,CUST10589,2026-02-16,Wire,Debit,75739.77,CP02574,Russia,1
TX519684,CUST11006,2026-08-28,ACH,Credit,11239.46,CP02501,Russia,1
